id,synsetId,subSynsetId
040143,02747177,02747177
048703,02747177,02747177
028126,02747177,02747177
029166,02747177,02747177
045197,03991062,03957315
018855,03991062,03957315
027444,02747177,02747177
046511,02747177,02747177
018090,02747177,02747177
000024,02747177,02747177
006034,02747177,02747177
006379,02747177,02747177
011681,02747177,02747177
018515,02747177,02747177
042061,02747177,02747177
008366,02747177,02747177
012196,02747177,02747177
032530,02747177,02747177
016355,02747177,02747177
042963,02747177,02747177
044927,02747177,02747177
017590,02747177,02747177
036758,02747177,02747177
010127,02747177,02747177
025673,02747177,02747177
005708,02747177,02747177
014579,02747177,02747177
048111,02747177,02747177
000825,02747177,02747177
034417,02747177,02747177
044507,02747177,02747177
003327,02747177,02747177
034846,02747177,02747177
026056,02747177,02747177
029993,02747177,02747177
021814,03991062,03957315
042164,02747177,02747177
025115,02747177,02747177
029693,02747177,02747177
025769,03991062,03957315
043631,02747177,02747177
000984,02747177,02747177
047825,02747177,02747177
045745,02747177,02747177
026706,02747177,02747177
002676,02747177,02747177
048290,02747177,02747177
019714,02747177,02747177
001211,02747177,02747177
037393,02747177,02747177
036316,02747177,02747177
039938,02747177,02747177
001608,02747177,02747177
027159,02747177,02747177
002650,02747177,02747177
005746,02747177,02747177
023261,02747177,02747177
004976,02747177,02747177
046928,02747177,02747177
001974,02747177,02747177
037983,02747177,02747177
036120,02747177,02747177
031498,02747177,02747177
010500,02747177,02747177
009570,02747177,02747177
021250,02747177,02747177
033516,02747177,02747177
047227,02747177,02747177
041291,02747177,02747177
039102,02747177,02747177
038577,02747177,02747177
003705,02747177,02747177
018262,02747177,02747177
008919,02747177,02747177
036731,02747177,02747177
001160,02747177,02747177
050810,02747177,02747177
043363,02747177,02747177
051416,02747177,02747177
029204,02747177,02747177
028454,02747177,02747177
032025,02747177,02747177
008509,02747177,02747177
033537,02747177,02747177
001471,02747177,02747177
013295,02747177,02747177
005726,02747177,02747177
039228,02747177,02747177
030360,02747177,02747177
046620,02747177,02747177
044232,02747177,02747177
005432,02747177,02747177
035434,02747177,02747177
032872,02747177,02747177
042509,02747177,02747177
040521,02747177,02747177
012001,02747177,02747177
000949,02747177,02747177
010339,02747177,02747177
025023,02747177,02747177
033958,02747177,02747177
015216,02747177,02747177
051506,02747177,02747177
026193,02747177,02747177
050305,02747177,02747177
045516,02747177,02747177
002009,02747177,02747177
007209,02747177,02747177
043484,02747177,02747177
014986,02747177,02747177
034783,02747177,02747177
047703,02747177,02747177
049117,02747177,02747177
036402,02747177,02747177
026857,02747177,02747177
012737,02747177,02747177
027667,02747177,02747177
046647,02747177,02747177
048093,02747177,02747177
023433,02747177,02747177
007241,02747177,02747177
022823,02747177,02747177
015587,02747177,02747177
030541,02747177,02747177
021991,02747177,02747177
029518,02747177,02747177
042130,02747177,02747177
030989,02747177,02747177
018633,02747177,02747177
018840,02747177,02747177
051145,02747177,02747177
002556,02747177,02747177
050777,02747177,02747177
028244,02747177,02747177
022385,02747177,02747177
010602,02747177,02747177
022379,02747177,02747177
023286,02747177,02747177
034624,02747177,02747177
026259,02747177,02747177
016780,02747177,02747177
044631,02747177,02747177
019851,02747177,02747177
045754,02747177,02747177
026403,02747177,02747177
006554,02747177,02747177
001274,02747177,02747177
013503,02747177,02747177
038671,02801938,02801938
030851,03991062,03957315
035913,03991062,03957315
042289,03991062,03957315
001601,03991062,03957315
023466,02801938,02801938
044742,02801938,02801938
051364,03991062,03957315
002374,02801938,02801938
000549,03513137,03513137
041710,03513137,03513137
001078,03513137,03513137
037576,03513137,03513137
027583,03513137,03513137
003926,03513137,03513137
003929,03513137,03513137
015014,03513137,03513137
026670,03513137,03513137
030317,03513137,03513137
031383,03513137,03513137
024409,03513137,03513137
028335,03513137,03513137
012917,03513137,03513137
043979,03513137,03513137
017471,03513137,03513137
041858,03513137,03513137
000998,03513137,03513137
019656,03513137,03513137
019894,03513137,03513137
012916,03513137,03513137
026763,03513137,03513137
035462,03513137,03513137
031294,03513137,03513137
021025,03513137,03513137
028416,03513137,03513137
007672,03513137,03513137
038392,03513137,03513137
029319,03513137,03513137
011637,03513137,03513137
046706,03513137,03513137
048616,03513137,03513137
031551,03513137,03513137
009330,03513137,03513137
036728,03513137,03513137
011002,03513137,03513137
028381,03513137,03513137
015550,03513137,03513137
037235,03513137,03513137
050236,03513137,03513137
019311,03513137,03513137
030870,03513137,03513137
044657,03513137,03513137
033850,03513137,03513137
011484,03513137,03513137
035207,03513137,03513137
009612,03513137,03513137
035252,03513137,03513137
035487,03513137,03513137
042982,03513137,03513137
031802,03513137,03513137
029176,03513137,03513137
012920,03513137,03513137
046922,03513137,03513137
043973,03513137,03513137
042107,03513137,03513137
045366,03513137,03513137
041427,03513137,03513137
009462,03513137,03513137
033440,03513137,03513137
014744,03513137,03513137
014876,03513137,03513137
036533,03513137,03513137
038270,03513137,03513137
029150,03513137,03513137
041026,03513137,03513137
019895,03513137,03513137
051177,03513137,03513137
020007,03513137,03513137
016412,03513137,03513137
002577,03513137,03513137
029114,03513137,03513137
009105,03513137,03513137
018316,03797390,03797390
017706,03797390,03797390
041922,03797390,03797390
010229,03797390,03797390
003514,03797390,03797390
048048,03797390,03797390
024396,03797390,03797390
028148,03797390,03797390
003603,03797390,03797390
010029,03797390,03797390
007597,03797390,03797390
047188,03797390,03797390
001251,03797390,03797390
041025,03797390,03797390
013499,03797390,03797390
039752,03797390,03797390
037894,03797390,03797390
011470,03797390,03797390
007320,03797390,03797390
009546,03797390,03797390
021810,03797390,03797390
018343,03797390,03797390
011960,03797390,03797390
036586,03797390,03797390
012098,03797390,03797390
009811,03797390,03797390
031026,03797390,03797390
047075,03797390,03797390
016768,03797390,03797390
025958,03797390,03797390
043443,03797390,03797390
013881,03797390,03797390
020362,03797390,03797390
034043,03797390,03797390
036149,03797390,03797390
007690,02773838,02773838
046189,02773838,02773838
004365,02773838,02773838
045457,02773838,02773838
047016,02773838,02773838
041704,02773838,02773838
031825,02773838,02773838
041574,02773838,02773838
012805,02773838,02773838
044118,02773838,02773838
030149,02773838,02773838
006662,02773838,02773838
006494,02773838,02773838
015046,02773838,02773838
027354,02773838,02773838
048221,02773838,02773838
024640,02773838,02773838
009764,02773838,02773838
000151,02773838,02773838
010881,02773838,02773838
038900,02773838,02773838
011450,02773838,02773838
034992,02773838,02773838
007561,02773838,02773838
046013,02773838,02773838
021752,02773838,02773838
001175,02773838,02773838
005472,02773838,02773838
034663,03991062,03957315
031404,03991062,03957315
043501,03991062,03957315
021923,03991062,03957315
044093,03991062,03957315
006395,03991062,03957315
024994,03991062,03957315
001697,03991062,03957315
007788,03991062,03957315
015664,03991062,03957315
050559,03991062,03957315
050110,03991062,03957315
009733,03624134,03158885
013092,03624134,03158885
033045,03624134,03158885
045864,03624134,03158885
036452,03624134,03158885
015881,03624134,03158885
026875,03624134,03158885
045246,03624134,03158885
031064,03624134,03158885
011955,03624134,03158885
019011,03624134,03158885
004470,03624134,03158885
033984,03624134,03158885
004447,03624134,03158885
033656,03624134,03158885
027577,03624134,03158885
032069,03624134,03158885
048832,03624134,03158885
046257,03624134,03158885
024023,03624134,03158885
048744,03624134,03158885
031902,03624134,03158885
045291,03624134,03158885
038212,03624134,03158885
031623,03624134,03158885
027083,03624134,03158885
020211,03624134,03624134
020175,03624134,03624134
030015,03624134,03624134
035569,03624134,03624134
029476,03624134,03624134
032192,03624134,03624134
039225,03624134,03624134
042276,03624134,03624134
011202,03624134,03624134
005227,03624134,03624134
026124,03624134,03624134
011685,03624134,03624134
034025,03624134,03624134
007550,03624134,03624134
015254,03624134,03624134
032055,03624134,03624134
034328,03624134,03624134
002759,03624134,03624134
031292,03624134,03624134
036939,03624134,03624134
020636,03624134,03624134
037748,03624134,03624134
008539,03624134,03624134
044062,03624134,03624134
025400,03624134,03624134
028519,03624134,03624134
034427,03624134,03624134
034721,03624134,03624134
036966,03624134,03624134
035243,03624134,03624134
010198,03624134,03624134
039139,03624134,03624134
007979,03624134,03624134
001361,03624134,03624134
035124,03624134,03624134
012854,03624134,03624134
005320,03624134,03624134
027511,03624134,03624134
002225,03624134,03624134
021949,03624134,03624134
033971,03624134,03624134
046596,03624134,03624134
028610,03624134,03624134
031299,03624134,03624134
046774,03624134,03624134
037388,03624134,03624134
045373,03624134,03624134
047911,03624134,03624134
051259,03624134,03624134
040180,03624134,03624134
045627,03624134,03624134
004084,03624134,03624134
046004,03624134,03624134
004542,03624134,03624134
046464,03624134,03624134
037730,03624134,03624134
016379,03624134,03624134
009777,03624134,03624134
028784,03624134,03624134
005760,03624134,03624134
014287,03624134,03624134
049276,03624134,03624134
039259,03624134,03624134
034927,03624134,03624134
050402,03624134,03624134
018304,03624134,03624134
046851,03624134,03624134
031858,03624134,03624134
035298,03624134,03624134
026713,03624134,03624134
000064,03624134,03624134
007467,03624134,03624134
039190,03624134,03624134
025636,03624134,03624134
038649,03624134,03624134
008580,03624134,03624134
005110,03624134,03624134
042247,03624134,03624134
040055,03624134,03624134
014593,03624134,03624134
043891,03624134,03624134
042227,03624134,03624134
038272,03624134,03624134
035505,03624134,03624134
001176,03624134,03624134
016591,03624134,03624134
044487,03624134,03624134
017002,03624134,03624134
001734,03624134,03624134
025487,03624134,03624134
030334,03624134,03624134
018060,03624134,03624134
044421,03624134,03624134
022159,03624134,03624134
015871,03624134,03624134
018063,03624134,03624134
044723,03624134,03624134
017774,03624134,03624134
010988,03624134,03624134
032996,03624134,03624134
033862,03624134,03624134
023677,03624134,03624134
037659,03624134,03624134
006340,03624134,03624134
021584,03624134,03624134
029951,03624134,03624134
002369,03624134,03624134
051037,03624134,03624134
014682,03624134,03624134
050723,03624134,03624134
019186,03624134,03624134
029414,03624134,03624134
010561,03624134,03624134
004194,03624134,03624134
039590,03624134,03624134
008424,03624134,03624134
035801,03624134,03624134
037102,03624134,03624134
044987,03624134,03624134
037194,03624134,03624134
040718,03624134,03624134
019095,03624134,03624134
002375,03624134,03624134
045795,03624134,03624134
048239,03624134,03624134
039912,03624134,03624134
038348,03624134,03624134
031342,03624134,03624134
040219,03624134,03624134
001013,03624134,03624134
017105,03624134,03624134
038700,03624134,03624134
016625,03624134,03624134
015307,03624134,03624134
011727,03624134,03624134
035294,03624134,03624134
037225,03624134,03624134
030795,03624134,03624134
028252,03624134,03624134
009766,03624134,03624134
037253,03624134,03624134
040533,03624134,03624134
000368,03624134,03624134
023698,03624134,03624134
040075,03624134,03624134
033209,03624134,03624134
004778,03624134,03624134
026765,03624134,03624134
002162,03624134,03624134
028940,03624134,03624134
049455,03624134,03624134
000568,03624134,03624134
035723,03624134,03624134
042123,03624134,03624134
007409,03624134,03624134
043549,04004475,04004475
021934,04004475,04004475
018193,04004475,04004475
050157,04004475,04004475
007293,04004475,04004475
026055,04004475,04004475
039299,04004475,04004475
006566,04004475,04004475
006664,04004475,04004475
004998,04004475,04004475
016084,04004475,04004475
038575,04004475,04004475
024600,04004475,04004475
025333,04004475,04004475
028715,04004475,04004475
047829,04004475,04004475
008577,04004475,04004475
046606,04004475,04004475
012129,04004475,04004475
022621,04004475,04004475
020023,04004475,04004475
001390,04004475,04004475
008285,04004475,04004475
001643,04004475,04004475
045415,04004475,04004475
012334,04004475,04004475
028452,04004475,04004475
004171,04004475,04004475
027443,04004475,04004475
007678,04004475,04004475
050226,04004475,04004475
040048,04004475,04004475
026945,04004475,04004475
033593,04004475,04004475
045271,04004475,04004475
003583,04004475,04004475
031278,04004475,04004475
006639,04004475,04004475
008268,04004475,04004475
024145,04004475,04004475
021733,02691156,02842573
042120,02691156,02842573
024438,02691156,02842573
013880,02691156,02842573
009466,02691156,02842573
049121,02691156,02842573
035390,02691156,02842573
032090,02691156,02842573
042668,02691156,02842573
007306,02691156,02842573
028776,02691156,03174079
036565,02691156,03174079
001604,02691156,03174079
007204,02691156,03174079
034039,02691156,03174079
034097,02691156,03174079
027409,02691156,03174079
038721,02691156,03174079
036127,02691156,03174079
000671,02691156,03174079
018377,02691156,03174079
025627,02691156,03174079
005441,02691156,03174079
013275,02691156,03174079
049854,02691156,03174079
009458,02691156,03174079
043410,02691156,03174079
046134,02691156,03174079
047619,02691156,03174079
023592,02691156,03174079
012216,02691156,03174079
033821,02691156,03174079
000096,02691156,03174079
028406,02691156,03174079
045624,02691156,03174079
036429,02691156,03174079
006325,02691156,03174079
037361,02691156,03174079
040658,02691156,03174079
045684,02691156,03174079
018333,02691156,03174079
016028,02691156,03174079
021802,02691156,03174079
030766,02691156,03174079
000808,02691156,03174079
032997,02691156,03174079
016988,02691156,03174079
023897,02691156,03174079
020406,02691156,03174079
048334,02691156,03174079
009343,02691156,03174079
041266,02691156,03174079
051235,02691156,03174079
024490,02691156,03174079
013694,02691156,03174079
045213,02691156,03174079
019891,02691156,03174079
028327,02691156,03174079
009447,02691156,03174079
025281,02691156,03174079
007581,02691156,03174079
026884,02691156,03174079
049868,02691156,03174079
016589,02691156,03174079
015133,02691156,03174079
022022,02691156,03174079
029859,02691156,03174079
002352,02691156,03174079
020484,02691156,03174079
044208,02691156,03174079
037303,02691156,03174079
016234,02691156,03174079
022534,02691156,03174079
047975,02691156,03174079
006508,02691156,03174079
006263,02691156,03174079
003111,02691156,03174079
004792,02691156,03174079
024337,02691156,03174079
012776,02691156,03174079
024351,02691156,03174079
013419,02691156,03174079
003270,02691156,03174079
009620,02691156,03174079
000041,02691156,03174079
010197,02691156,03174079
005737,02691156,03174079
010477,02691156,03174079
025190,02691156,03174079
026516,02691156,03174079
036643,02691156,03174079
036395,02691156,03174079
025648,02691156,03174079
044720,02691156,03174079
034068,02691156,03174079
028460,02691156,03174079
035066,02691156,03174079
034704,02691156,03174079
021265,02691156,03174079
022744,02691156,03174079
028697,02691156,03174079
045947,02691156,03174079
020743,02691156,03174079
038833,02691156,03174079
040163,02691156,03174079
041388,02691156,20000001
020318,02691156,20000001
039948,02691156,20000001
048392,02691156,20000001
037154,02691156,20000000
020258,02691156,20000001
028575,02691156,20000001
030708,02691156,20000001
039884,02691156,20000001
034131,02691156,04012084
013705,02691156,20000001
019349,02691156,20000000
030515,02691156,20000001
001428,02691156,20000001
044013,02691156,20000001
024036,02691156,20000001
046671,02691156,20000001
046751,02691156,20000000
031756,02691156,20000001
040526,02691156,20000001
048890,02691156,20000001
045735,02691156,20000001
035503,02691156,20000001
027797,02691156,20000000
045356,02691156,20000001
046837,02691156,20000001
030525,02691156,20000000
029636,02691156,20000001
027692,02691156,20000001
028045,02691156,20000001
047129,02691156,20000000
050411,02691156,20000000
038308,02691156,20000001
034466,02691156,20000001
045872,02691156,20000001
045340,02691156,20000001
039520,02691156,20000001
019420,02691156,20000001
048654,02691156,20000001
014465,02691156,20000001
047938,02691156,20000001
005339,02691156,20000001
035823,02691156,20000001
031050,02691156,20000001
043168,02691156,20000000
034701,02691156,20000001
044431,02691156,03595860
015708,02691156,20000001
044495,02691156,20000001
019595,02691156,20000001
014728,02691156,20000001
033098,02691156,20000001
049677,02691156,20000001
038138,02691156,20000001
037713,02691156,20000001
008218,02691156,20000001
049494,02691156,20000001
045708,02691156,20000001
032795,02691156,20000001
050775,02691156,20000001
046690,02691156,20000001
035763,02691156,20000001
042699,02691156,20000001
032441,02691156,20000001
015273,02691156,20000001
042651,02691156,20000000
046982,02691156,20000001
038535,02691156,20000001
015920,02691156,20000001
002912,02691156,20000000
047513,02691156,20000001
013976,02691156,20000001
043810,02691156,20000001
015001,02691156,20000001
024032,02691156,20000001
017604,02691156,03174079
036063,02691156,20000001
045520,02691156,20000001
012672,02691156,20000001
036247,02691156,20000001
005008,02691156,20000001
015135,02691156,20000001
020632,02691156,20000001
032557,02691156,20000001
037867,02691156,20000001
043399,02691156,20000001
026598,02691156,20000001
043245,02691156,20000001
043709,02691156,20000001
006720,02691156,20000001
015378,02691156,20000001
032475,02691156,20000001
001922,02691156,20000001
037994,02691156,20000001
029631,02691156,20000001
025071,02691156,20000001
011185,02691156,20000001
004991,02691156,20000001
009294,02691156,20000001
045962,02691156,20000001
049081,02691156,20000000
013029,02691156,20000001
022094,02691156,20000001
045588,02691156,20000001
027970,02691156,20000001
010774,02691156,20000001
024758,02691156,20000001
005379,02691156,20000001
022054,02691156,20000001
011689,02691156,20000001
013833,02691156,20000000
047754,02691156,03335030
005701,02691156,03595860
035925,02691156,20000001
050165,02691156,02867715
000048,02691156,20000001
000084,02691156,20000001
005203,02691156,20000001
039099,02691156,20000001
016786,02691156,20000001
034337,02691156,03595860
024845,02691156,20000001
010537,02691156,20000001
034277,02691156,20000001
036483,02691156,20000001
042606,02691156,20000001
003043,02691156,20000001
013293,02691156,20000001
047373,02691156,20000001
002969,02691156,03335030
041684,02691156,20000001
015479,02691156,20000001
030369,02691156,03335030
003053,02691156,20000000
015646,02691156,20000001
032974,02691156,20000001
040375,02691156,20000001
016882,02691156,20000001
027538,02691156,20000001
019965,02691156,20000000
024828,02691156,20000001
050232,02691156,20000001
030950,02691156,20000001
021024,02691156,20000001
038013,02691156,20000001
048375,02691156,20000001
012017,02691156,20000001
037395,02691156,20000001
043038,02691156,20000001
042329,02691156,20000001
020608,02691156,20000001
034176,02691156,20000001
018741,02691156,20000001
004219,02691156,20000001
021335,02691156,20000001
005621,02691156,20000001
020299,02691156,20000001
033007,02691156,20000001
007933,02691156,20000001
010933,02691156,20000001
010695,02691156,20000001
029422,02691156,20000001
018221,02691156,20000001
024093,02691156,20000001
024500,02691156,20000001
002946,02691156,20000002
010152,02691156,20000001
037013,02691156,20000001
033306,02691156,20000001
038108,02691156,20000001
007419,02691156,20000001
025055,02691156,20000001
045223,02691156,20000001
036008,02691156,20000001
007639,02691156,20000001
023694,02691156,20000001
049241,02691156,20000001
004406,02691156,20000001
000425,02691156,20000000
022629,02691156,20000001
046554,02691156,20000001
009719,02691156,20000001
002941,02691156,20000000
035360,02691156,20000001
030483,02691156,20000001
044215,02691156,20000001
000003,02691156,20000001
041165,02691156,20000001
006314,02691156,20000001
032028,02691156,20000001
040981,02691156,20000001
028873,02691156,20000001
026227,02691156,20000001
012404,02691156,20000001
007313,02691156,20000001
042581,02691156,20000001
002655,02691156,20000001
035532,02691156,20000001
038707,02691156,20000001
004272,02691156,20000001
041429,02691156,20000001
040814,02691156,20000001
018544,02691156,20000001
002663,02691156,20000001
038521,02691156,20000001
007502,02691156,20000000
012556,02691156,03174079
037136,02691156,20000000
051493,02691156,20000001
047592,02691156,20000001
035038,02691156,20000000
042472,02691156,20000001
028066,02691156,20000001
017978,02691156,20000001
037769,02691156,20000001
018444,02691156,20000001
049024,02691156,20000001
034750,02691156,20000001
021319,02691156,20000001
000494,02691156,20000000
000203,02691156,20000001
016888,02691156,20000001
029986,02691156,20000001
030636,02691156,20000001
041936,02691156,20000001
027139,02691156,20000000
027373,02691156,20000001
004982,02691156,20000001
041123,02691156,20000000
051008,02691156,20000001
051638,02691156,20000001
028531,02691156,20000001
020488,02691156,20000001
032170,02691156,20000001
044141,02691156,20000001
001765,02691156,20000001
028872,02691156,20000000
048474,02691156,20000001
018751,02691156,20000001
039217,02691156,20000001
047504,02691156,20000001
029261,02691156,20000001
018405,02691156,20000001
020080,02691156,20000001
019504,02691156,20000000
046549,02691156,20000001
043633,02691156,20000001
020740,02691156,20000001
042399,02691156,20000001
038751,02691156,20000001
010926,02691156,20000001
011916,02691156,20000001
036967,02691156,20000001
042178,02691156,20000001
028059,02691156,20000001
009440,02691156,20000001
006078,02691156,20000001
010580,02691156,20000001
012984,02691156,02867715
042294,02691156,20000001
044417,02691156,20000002
051565,02691156,20000001
024161,02691156,20000000
038788,02691156,20000001
039957,02691156,20000001
004785,02691156,20000001
040603,02691156,20000001
009627,02691156,20000001
006307,02691156,20000001
042952,02691156,20000001
026521,02691156,20000000
018540,02691156,20000001
048681,02691156,20000001
002887,02691156,20000001
033974,02691156,20000000
003937,02691156,20000001
008065,02691156,20000001
012909,02691156,20000001
017133,02691156,20000001
005243,02691156,20000000
044750,02691156,20000001
034198,02691156,20000001
029059,02691156,20000001
038537,02691156,20000001
017124,02691156,20000001
017918,02691156,20000001
034670,02691156,20000001
000974,02691156,20000001
011765,02691156,20000001
028794,02691156,20000001
020663,02691156,20000001
038422,02691156,20000001
016453,02691156,20000001
018387,02691156,20000001
015241,02691156,20000001
018382,02691156,20000001
039410,02691156,20000001
046822,02691156,20000001
046291,02691156,20000001
039668,02691156,04012084
005183,02691156,04160586
010579,02691156,04012084
026928,02691156,04012084
044042,02691156,04012084
042819,02691156,04012084
000684,02691156,04012084
033337,02691156,04012084
022218,02691156,04012084
002392,02691156,04012084
030980,02691156,04012084
025621,02691156,04012084
049948,02691156,04012084
017382,02691156,04012084
042487,02691156,04012084
006534,02691156,04012084
017147,02691156,04012084
038060,02691156,04012084
038457,02691156,04012084
001692,02691156,04012084
019475,02691156,04012084
029003,02691156,04160586
029785,02691156,04012084
012973,02691156,04012084
019707,02691156,04012084
018985,02691156,04012084
002885,02691156,04012084
014582,02691156,04012084
034421,02691156,04012084
051419,02691156,04012084
025054,02691156,04012084
051089,02691156,04012084
028459,02691156,04012084
022096,02691156,04012084
021945,02691156,04012084
033981,02691156,04012084
015499,02691156,04012084
015689,02691156,04012084
004157,02691156,04012084
018159,02691156,04012084
041022,02691156,04012084
040909,02691156,04012084
009237,02691156,04012084
017261,02691156,04012084
011492,02691156,04012084
031275,02691156,04012084
018770,02691156,04012084
043009,02691156,04012084
001393,02691156,04012084
028589,02691156,04012084
001786,02691156,04012084
016026,02691156,04012084
011281,02691156,04012084
025168,02691156,04012084
048665,02691156,04012084
042372,02691156,04012084
019041,02691156,04012084
047126,02691156,04012084
037315,02691156,04012084
021916,02691156,04012084
048400,02691156,04012084
033741,02691156,04012084
027647,02691156,04012084
006285,02691156,04012084
045846,02691156,04012084
016718,02691156,04012084
014963,02691156,04160586
001711,02691156,04012084
026119,02691156,04012084
009215,02691156,04012084
027549,02691156,04012084
037081,02691156,04012084
030556,02691156,04012084
021701,02691156,04012084
028566,02691156,04012084
018561,02691156,04012084
012393,02691156,04160586
001744,02691156,04012084
041233,02691156,04012084
013604,02691156,04012084
006469,02691156,04012084
026239,02691156,04012084
035570,02691156,04012084
037008,02691156,04012084
